x y z
2.9 -2.1 2.66067072e-11
3 -2.1 4.594216068e-12
3.1 -2.1 7.180885921e-13
3.2 -2.1 1.015994771e-13

-3.2 -2 1.128699498e-17
-3.1 -2 3.520869963e-17
-3 -2 6.462512009e-17
-2.9 -2 9.614160848e-17
-2.8 -2 1.295821842e-16
-2.7 -2 1.692338235e-16
-2.6 -2 2.17748466e-16
-2.5 -2 2.71964646e-16
-2.4 -2 3.269618431e-16
-2.3 -2 3.756798757e-16
-2.2 -2 4.132132446e-16
-2.1 -2 4.393052019e-16
-2 -2 4.647552931e-16
-1.9 -2 5.101136747e-16
-1.8 -2 5.961094999e-16
-1.7 -2 7.546157941e-16
-1.6 -2 1.108868065e-15
-1.5 -2 2.144914075e-15
-1.4 -2 5.468515978e-15
-1.3 -2 1.598470008e-14
-1.2 -2 4.831389463e-14
-1.1 -2 1.468495609e-13
-1 -2 4.557004282e-13
-0.9 -2 1.497463413e-12
-0.8 -2 5.395251561e-12
-0.7 -2 2.137756876e-11
-0.6 -2 8.988994804e-11
-0.5 -2 3.818500884e-10
-0.4 -2 1.57504962e-09
-0.3 -2 6.151969657e-09
-0.2 -2 2.242525114e-08
-0.1 -2 7.564972912e-08
0 -2 2.349643629e-07
0.1 -2 6.696872142e-07
0.2 -2 1.747438468e-06
0.3 -2 4.167105242e-06
0.4 -2 9.069374291e-06
0.5 -2 1.799493857e-05
0.6 -2 3.25203087e-05
0.7 -2 5.34875554e-05
0.8 -2 8.001207324e-05
0.9 -2 0.0001087960039
1 -2 0.0001344024644
1.1 -2 0.000150781367
1.2 -2 0.0001535559162
1.3 -2 0.0001419109318
1.4 -2 0.0001189774324
1.5 -2 9.046833637e-05
1.6 -2 6.237472647e-05
1.7 -2 3.898601638e-05
1.8 -2 2.208591194e-05
1.9 -2 1.133848463e-05
2 -2 5.27427346e-06
2.1 -2 2.222695087e-06
2.2 -2 8.485053336e-07
2.3 -2 2.933864154e-07
2.4 -2 9.187436163e-08
2.5 -2 2.605434127e-08
2.6 -2 6.690578815e-09
2.7 -2 1.555661092e-09
2.8 -2 3.274967517e-10
2.9 -2 6.241883047e-11
3 -2 1.077010411e-11
3.1 -2 1.682301619e-12
3.2 -2 2.378878753e-13

-3.2 -1.9 1.233166282e-17
-3.1 -1.9 3.742759666e-17
-3 -1.9 6.806419923e-17
-2.9 -1.9 1.012468134e-16
-2.8 -1.9 1.378303101e-16
-2.7 -1.9 1.815123253e-16
-2.6 -1.9 2.333261816e-16
-2.5 -1.9 2.89056589e-16
-2.4 -1.9 3.425130114e-16
-2.3 -1.9 3.864199106e-16
-2.2 -1.9 4.183119785e-16
-2.1 -1.9 4.466616825e-16
-2 -1.9 4.92514385e-16
-1.9 -1.9 5.822900015e-16
-1.8 -1.9 7.67231352e-16
-1.7 -1.9 1.234606131e-15
-1.6 -1.9 2.695938725e-15
-1.5 -1.9 7.521320294e-15
-1.4 -1.9 2.299118979e-14
-1.3 -1.9 7.046793253e-14
-1.2 -1.9 2.112369925e-13
-1.1 -1.9 6.220246496e-13
-1 -1.9 1.83804825e-12
-0.9 -1.9 5.645814033e-12
-0.8 -1.9 1.873537472e-11
-0.7 -1.9 6.830286477e-11
-0.6 -1.9 2.676579374e-10
-0.5 -1.9 1.077536908e-09
-0.4 -1.9 4.26973626e-09
-0.3 -1.9 1.616892473e-08
-0.2 -1.9 5.748681114e-08
-0.1 -1.9 1.899156902e-07
0 -1.9 5.79352514e-07
0.1 -1.9 1.625434103e-06
0.2 -1.9 4.182509024e-06
0.3 -1.9 9.850546647e-06
0.4 -1.9 2.12008907e-05
0.5 -1.9 4.164532991e-05
0.6 -1.9 7.458305939e-05
0.7 -1.9 0.0001216719003
0.8 -1.9 0.0001806702548
0.9 -1.9 0.0002440304266
1 -1.9 0.0002996495633
1.1 -1.9 0.0003343318707
1.2 -1.9 0.0003388008857
1.3 -1.9 0.0003117054749
1.4 -1.9 0.0002602718894
1.5 -1.9 0.0001971785341
1.6 -1.9 0.0001354948565
1.7 -1.9 8.443275408e-05
1.8 -1.9 4.770123194e-05
1.9 -1.9 2.442835899e-05
2 -1.9 1.133781884e-05
2.1 -1.9 4.768344419e-06
2.2 -1.9 1.816971001e-06
2.3 -1.9 6.272148032e-07
2.4 -1.9 1.961208479e-07
2.5 -1.9 5.554265057e-08
2.6 -1.9 1.424575563e-08
2.7 -1.9 3.308758673e-09
2.8 -1.9 6.958788853e-10
2.9 -1.9 1.325143e-10
3 -1.9 2.284690361e-11
3.1 -1.9 3.566220053e-12
3.2 -1.9 5.039754346e-13

-3.2 -1.8 1.349624187e-17
-3.1 -1.8 3.994047083e-17
-3 -1.8 7.207454694e-17
-2.9 -1.8 1.073669343e-16
-2.8 -1.8 1.471889861e-16
-2.7 -1.8 1.947625574e-16
-2.6 -1.8 2.490703642e-16
-2.5 -1.8 3.049474908e-16
-2.4 -1.8 3.551552098e-16
-2.3 -1.8 3.940292279e-16
-2.2 -1.8 4.259341865e-16
-2.1 -1.8 4.698484565e-16
-2 -1.8 5.598891842e-16
-1.9 -1.8 7.652799413e-16
-1.8 -1.8 1.33799167e-15
-1.7 -1.8 3.230362823e-15
-1.6 -1.8 9.688981509e-15
-1.5 -1.8 3.090303682e-14
-1.4 -1.8 9.709893823e-14
-1.3 -1.8 2.941849961e-13
-1.2 -1.8 8.593466259e-13
-1.1 -1.8 2.444152173e-12
-1 -1.8 6.901917317e-12
-0.9 -1.8 1.996349274e-11
-0.8 -1.8 6.14459273e-11
-0.7 -1.8 2.064963524e-10
-0.6 -1.8 7.51548542e-10
-0.5 -1.8 2.851897087e-09
-0.4 -1.8 1.080133538e-08
-0.3 -1.8 3.94943487e-08
-0.2 -1.8 1.365077785e-07
-0.1 -1.8 4.404502978e-07
0 -1.8 1.31664287e-06
0.1 -1.8 3.628960915e-06
0.2 -1.8 9.192201949e-06
0.3 -1.8 2.134757018e-05
0.4 -1.8 4.537095653e-05
0.5 -1.8 8.812019884e-05
0.6 -1.8 0.00015621391
0.7 -1.8 0.00025250593
0.8 -1.8 0.0003718395835
0.9 -1.8 0.0004984792773
1 -1.8 0.0006079431032
1.1 -1.8 0.0006741471856
1.2 -1.8 0.0006793655729
1.3 -1.8 0.0006218929624
1.4 -1.8 0.0005169149919
1.5 -1.8 0.0003899968073
1.6 -1.8 0.0002669962022
1.7 -1.8 0.000165817171
1.8 -1.8 9.339539641e-05
1.9 -1.8 4.769749426e-05
2 -1.8 2.208271589e-05
2.1 -1.8 9.266547032e-06
2.2 -1.8 3.523884253e-06
2.3 -1.8 1.214228618e-06
2.4 -1.8 3.790510388e-07
2.5 -1.8 1.071919811e-07
2.6 -1.8 2.745670268e-08
2.7 -1.8 6.369636119e-09
2.8 -1.8 1.338208642e-09
2.9 -1.8 2.545907304e-10
3 -1.8 4.38572416e-11
3.1 -1.8 6.840637184e-12
3.2 -1.8 9.660722141e-13

-3.2 -1.7 1.454418299e-17
-3.1 -1.7 4.222289842e-17
-3 -1.7 7.612945968e-17
-2.9 -1.7 1.132341064e-16
-2.8 -1.7 1.564385128e-16
-2.7 -1.7 2.070617578e-16
-2.6 -1.7 2.632151879e-16
-2.5 -1.7 3.183243597e-16
-2.4 -1.7 3.646895027e-16
-2.3 -1.7 4.018522335e-16
-2.2 -1.7 4.44615069e-16
-2.1 -1.7 5.290655232e-16
-2 -1.7 7.421708553e-16
-1.9 -1.7 1.386321603e-15
-1.8 -1.7 3.623704874e-15
-1.7 -1.7 1.15406989e-14
-1.6 -1.7 3.83795961e-14
-1.5 -1.7 1.243819974e-13
-1.4 -1.7 3.854425648e-13
-1.3 -1.7 1.140316732e-12
-1.2 -1.7 3.23627688e-12
-1.1 -1.7 8.897169303e-12
-1 -1.7 2.409733951e-11
-0.9 -1.7 6.605698082e-11
-0.8 -1.7 1.899292719e-10
-0.7 -1.7 5.905765922e-10
-0.6 -1.7 1.993357583e-09
-0.5 -1.7 7.097901283e-09
-0.4 -1.7 2.556844228e-08
-0.3 -1.7 8.988298691e-08
-0.2 -1.7 3.009555194e-07
-0.1 -1.7 9.456136351e-07
0 -1.7 2.763035521e-06
0.1 -1.7 7.46518012e-06
0.2 -1.7 1.857836007e-05
0.3 -1.7 4.247081822e-05
0.4 -1.7 8.899805362e-05
0.5 -1.7 0.0001706689329
0.6 -1.7 0.0002991020419
0.7 -1.7 0.00047849426
0.8 -1.7 0.0006980724888
0.9 -1.7 0.0009279450676
1 -1.7 0.001123105186
1.1 -1.7 0.001236837373
1.2 -1.7 0.00123865245
1.3 -1.7 0.001127483266
1.4 -1.7 0.0009323911316
1.5 -1.7 0.0007002265285
1.6 -1.7 0.0004773919985
1.7 -1.7 0.0002953711819
1.8 -1.7 0.000165802994
1.9 -1.7 8.441811893e-05
2 -1.7 3.897600478e-05
2.1 -1.7 1.631499161e-05
2.2 -1.7 6.190460493e-06
2.3 -1.7 2.128788303e-06
2.4 -1.7 6.633604452e-07
2.5 -1.7 1.87290157e-07
2.6 -1.7 4.790437707e-08
2.7 -1.7 1.109895643e-08
2.8 -1.7 2.329122805e-09
2.9 -1.7 4.426564921e-10
3 -1.7 7.61852187e-11
3.1 -1.7 1.187341708e-11
3.2 -1.7 1.675630635e-12

-3.2 -1.6 1.556062391e-17
-3.1 -1.6 4.470767712e-17
-3 -1.6 8.017304034e-17
-2.9 -1.6 1.19699627e-16
-2.8 -1.6 1.654365844e-16
-2.7 -1.6 2.190481523e-16
-2.6 -1.6 2.761346252e-16
-2.5 -1.6 3.296771816e-16
-2.4 -1.6 3.731684417e-16
-2.3 -1.6 4.16399262e-16
-2.2 -1.6 4.92986674e-16
-2.1 -1.6 6.959751285e-16
-2 -1.6 1.356509133e-15
-1.9 -1.6 3.760882037e-15
-1.8 -1.6 1.262085087e-14
-1.7 -1.6 4.379147234e-14
-1.6 -1.6 1.470734765e-13
-1.5 -1.6 4.695769788e-13
-1.4 -1.6 1.422292915e-12
-1.3 -1.6 4.098375067e-12
-1.2 -1.6 1.129684633e-11
-1.1 -1.6 3.00523583e-11
-1 -1.6 7.828885329e-11
-0.9 -1.6 2.044197328e-10
-0.8 -1.6 5.525799661e-10
-0.7 -1.6 1.597235682e-09
-0.6 -1.6 5.000808694e-09
-0.5 -1.6 1.665212604e-08
-0.4 -1.6 5.678885955e-08
-0.3 -1.6 1.910960273e-07
-0.2 -1.6 6.175267166e-07
-0.1 -1.6 1.883512051e-06
0 -1.6 5.364955199e-06
0.1 -1.6 1.417521351e-05
0.2 -1.6 3.458692861e-05
0.3 -1.6 7.768370605e-05
0.4 -1.6 0.0001602291952
0.5 -1.6 0.000302917807
0.6 -1.6 0.0005240913194
0.7 -1.6 0.0008287511047
0.8 -1.6 0.001196449911
0.9 -1.6 0.00157543804
1 -1.6 0.001890516374
1.1 -1.6 0.002065911117
1.2 -1.6 0.002054526562
1.3 -1.6 0.001858358458
1.4 -1.6 0.00152806212
1.5 -1.6 0.001141685639
1.6 -1.6 0.0007747603341
1.7 -1.6 0.0004773571578
1.8 -1.6 0.0002669507292
1.9 -1.6 0.0001354569913
2 -1.6 6.235028612e-05
2.1 -1.6 2.602782621e-05
2.2 -1.6 9.851579901e-06
2.3 -1.6 3.380320206e-06
2.4 -1.6 1.051277949e-06
2.5 -1.6 2.962895284e-07
2.6 -1.6 7.566448672e-08
2.7 -1.6 1.750608259e-08
2.8 -1.6 3.66907387e-09
2.9 -1.6 6.965447265e-10
3 -1.6 1.197639036e-10
3.1 -1.6 1.864890537e-11
3.2 -1.6 2.629790402e-12

-3.2 -1.5 1.65250725e-17
-3.1 -1.5 4.69665135e-17
-3 -1.5 8.40883592e-17
-2.9 -1.5 1.261594163e-16
-2.8 -1.5 1.750001324e-16
-2.7 -1.5 2.308113612e-16
-2.6 -1.5 2.87923494e-16
-2.5 -1.5 3.392938968e-16
-2.4 -1.5 3.857435452e-16
-2.3 -1.5 4.538173125e-16
-2.2 -1.5 6.32445308e-16
-2.1 -1.5 1.246549661e-15
-2 -1.5 3.595609622e-15
-1.9 -1.5 1.263304851e-14
-1.8 -1.5 4.579363377e-14
-1.7 -1.5 1.600349843e-13
-1.6 -1.5 5.293662954e-13
-1.5 -1.5 1.65315108e-12
-1.4 -1.5 4.88349823e-12
-1.3 -1.5 1.369696237e-11
-1.2 -1.5 3.667078649e-11
-1.1 -1.5 9.44721339e-11
-1 -1.5 2.371857386e-10
-0.9 -1.5 5.921164225e-10
-0.8 -1.5 1.512822829e-09
-0.7 -1.5 4.084521164e-09
-0.6 -1.5 1.187989613e-08
-0.5 -1.5 3.690893064e-08
-0.4 -1.5 1.186674657e-07
-0.3 -1.5 3.805729151e-07
-0.2 -1.5 1.182293201e-06
-0.1 -1.5 3.488816267e-06
0 -1.5 9.659072275e-06
0.1 -1.5 2.489407984e-05
0.2 -1.5 5.94158927e-05
0.3 -1.5 0.0001308472005
0.4 -1.5 0.0002651510012
0.5 -1.5 0.0004933519954
0.6 -1.5 0.0008413871596
0.7 -1.5 0.001313331757
0.8 -1.5 0.001873914457
0.9 -1.5 0.002441472708
1 -1.5 0.002901815637
1.1 -1.5 0.003143703424
1.2 -1.5 0.003102033494
1.3 -1.5 0.002786117282
1.4 -1.5 0.002276385911
1.5 -1.5 0.001691057727
1.6 -1.5 0.001141650413
1.7 -1.5 0.0007001434346
1.8 -1.5 0.0003899021731
1.9 -1.5 0.0001971020505
2 -1.5 9.041913172e-05
2.1 -1.5 3.763078453e-05
2.2 -1.5 1.420469242e-05
2.3 -1.5 4.86215159e-06
2.4 -1.5 1.508847196e-06
2.5 -1.5 4.244267015e-07
2.6 -1.5 1.08200454e-07
2.7 -1.5 2.499537312e-08
2.8 -1.5 5.231615145e-09
2.9 -1.5 9.919841533e-10
3 -1.5 1.703801801e-10
3.1 -1.5 2.650564977e-11
3.2 -1.5 3.734604545e-12

-3.2 -1.4 1.757973462e-17
-3.1 -1.4 4.926570721e-17
-3 -1.4 8.811525182e-17
-2.9 -1.4 1.326741776e-16
-2.8 -1.4 1.843002513e-16
-2.7 -1.4 2.418680101e-16
-2.6 -1.4 2.986588091e-16
-2.5 -1.4 3.504727055e-16
-2.4 -1.4 4.125768202e-16
-2.3 -1.4 5.58891747e-16
-2.2 -1.4 1.079520745e-15
-2.1 -1.4 3.166510138e-15
-2 -1.4 1.157662821e-14
-1.9 -1.4 4.388561011e-14
-1.8 -1.4 1.601605299e-13
-1.7 -1.4 5.51418402e-13
-1.6 -1.4 1.785147411e-12
-1.5 -1.4 5.441866724e-12
-1.4 -1.4 1.566602946e-11
-1.3 -1.4 4.275358102e-11
-1.2 -1.4 1.111748065e-10
-1.1 -1.4 2.774825017e-10
-1 -1.4 6.722408578e-10
-0.9 -1.4 1.60868276e-09
-0.8 -1.4 3.90080578e-09
-0.7 -1.4 9.881010977e-09
-0.6 -1.4 2.675582272e-08
-0.5 -1.4 7.745723171e-08
-0.4 -1.4 2.339329896e-07
-0.3 -1.4 7.119608083e-07
-0.2 -1.4 2.117749951e-06
-0.1 -1.4 6.024520554e-06
0 -1.4 1.616168689e-05
0.1 -1.4 4.051805458e-05
0.2 -1.4 9.436477516e-05
0.3 -1.4 0.0002033065758
0.4 -1.4 0.0004039465195
0.5 -1.4 0.0007383712277
0.6 -1.4 0.001239224279
0.7 -1.4 0.001906493888
0.8 -1.4 0.002684861897
0.9 -1.4 0.003456858591
1 -1.4 0.004064921279
1.1 -1.4 0.004361396853
1.2 -1.4 0.004266188213
1.3 -1.4 0.003801655459
1.4 -1.4 0.003084149596
1.5 -1.4 0.002276510233
1.6 -1.4 0.00152806994
1.7 -1.4 0.0009322828252
1.8 -1.4 0.0005167674662
1.9 -1.4 0.0002601455947
2 -1.4 0.0001188937607
2.1 -1.4 4.931571123e-05
2.2 -1.4 1.855970037e-05
2.3 -1.4 6.335835179e-06
2.4 -1.4 1.961474686e-06
2.5 -1.4 5.505742766e-07
2.6 -1.4 1.400943923e-07
2.7 -1.4 3.230891752e-08
2.8 -1.4 6.752323703e-09
2.9 -1.4 1.278651455e-09
3 -1.4 2.193634199e-10
3.1 -1.4 3.4091151e-11
3.2 -1.4 4.799062238e-12

-3.2 -1.3 1.84136313e-17
-3.1 -1.3 5.119654802e-17
-3 -1.3 9.200165454e-17
-2.9 -1.3 1.390523947e-16
-2.8 -1.3 1.930391135e-16
-2.7 -1.3 2.517165213e-16
-2.6 -1.3 3.090298292e-16
-2.5 -1.3 3.698443069e-16
-2.4 -1.3 4.859471515e-16
-2.3 -1.3 8.904411024e-16
-2.2 -1.3 2.584067956e-15
-2.1 -1.3 9.746837972e-15
-2 -1.3 3.864531302e-14
-1.9 -1.3 1.477077962e-13
-1.8 -1.3 5.313773455e-13
-1.7 -1.3 1.791368919e-12
-1.6 -1.3 5.664252098e-12
-1.5 -1.3 1.68392438e-11
-1.4 -1.3 4.721359274e-11
-1.3 -1.3 1.253191136e-10
-1.2 -1.3 3.164315888e-10
-1.1 -1.3 7.651955621e-10
-1 -1.3 1.789922905e-09
-0.9 -1.3 4.112633619e-09
-0.8 -1.3 9.492910118e-09
-0.7 -1.3 2.264281555e-08
-0.6 -1.3 5.721646213e-08
-0.5 -1.3 1.542560702e-07
-0.4 -1.3 4.362687889e-07
-0.3 -1.3 1.254807116e-06
-0.2 -1.3 3.559029612e-06
-0.1 -1.3 9.724090049e-06
0 -1.3 2.51930396e-05
0.1 -1.3 6.125811806e-05
0.2 -1.3 0.0001388451465
0.3 -1.3 0.0002919526911
0.4 -1.3 0.0005675234647
0.5 -1.3 0.00101709501
0.6 -1.3 0.00167682895
0.7 -1.3 0.002538442003
0.8 -1.3 0.003523025198
0.9 -1.3 0.004476551482
1 -1.3 0.005201549149
1.1 -1.3 0.00552109345
1.2 -1.3 0.005348271311
1.3 -1.3 0.004724261265
1.4 -1.3 0.003802424386
1.5 -1.3 0.002786767601
1.6 -1.3 0.001858621967
1.7 -1.3 0.001127442221
1.8 -1.3 0.0006217223936
1.9 -1.3 0.0003115334238
2 -1.3 0.0001417895965
2.1 -1.3 5.859467622e-05
2.2 -1.3 2.197878479e-05
2.3 -1.3 7.480872161e-06
2.4 -1.3 2.309869623e-06
2.5 -1.3 6.468508346e-07
2.6 -1.3 1.642506396e-07
2.7 -1.3 3.781030105e-08
2.8 -1.3 7.8892449e-09
2.9 -1.3 1.491806607e-09
3 -1.3 2.556100226e-10
3.1 -1.3 3.968034975e-11
3.2 -1.3 5.580401827e-12

-3.2 -1.2 1.929380947e-17
-3.1 -1.2 5.342786828e-17
-3 -1.2 9.579651518e-17
-2.9 -1.2 1.45029405e-16
-2.8 -1.2 2.010741925e-16
-2.7 -1.2 2.609719699e-16
-2.6 -1.2 3.234684324e-16
-2.5 -1.2 4.180119641e-16
-2.4 -1.2 7.125939994e-16
-2.3 -1.2 1.979065061e-15
-2.2 -1.2 7.602915242e-15
-2.1 -1.2 3.147635986e-14
-2 -1.2 1.262190453e-13
-1.9 -1.2 4.758521431e-13
-1.8 -1.2 1.676432822e-12
-1.7 -1.2 5.520701697e-12
-1.6 -1.2 1.702834554e-11
-1.5 -1.2 4.93247711e-11
-1.4 -1.2 1.345901184e-10
-1.3 -1.2 3.47225442e-10
-1.2 -1.2 8.508656514e-10
-1.1 -1.2 1.992783133e-09
-1 -1.2 4.501028257e-09
-0.9 -1.2 9.937620944e-09
-0.8 -1.2 2.187645809e-08
-0.7 -1.2 4.926892528e-08
-0.6 -1.2 1.164281898e-07
-0.5 -1.2 2.922665444e-07
-0.4 -1.2 7.719865086e-07
-0.3 -1.2 2.090005514e-06
-0.2 -1.2 5.62861844e-06
-0.1 -1.2 1.471237482e-05
0 -1.2 3.668206147e-05
0.1 -1.2 8.623667063e-05
0.2 -1.2 0.0001896855683
0.3 -1.2 0.000388275237
0.4 -1.2 0.0007367018368
0.5 -1.2 0.00129171239
0.6 -1.2 0.002087827467
0.7 -1.2 0.003104482361
0.8 -1.2 0.004239271196
0.9 -1.2 0.005308140164
1 -1.2 0.006086456101
1.1 -1.2 0.006383299275
1.2 -1.2 0.006116850062
1.3 -1.2 0.005350612838
1.4 -1.2 0.004268793077
1.5 -1.2 0.003103859549
1.6 -1.2 0.002055400304
1.7 -1.2 0.00123885131
1.8 -1.2 0.0006792463942
1.9 -1.2 0.0003386110957
2 -1.2 0.000153405879
2.1 -1.2 6.313497543e-05
2.2 -1.2 2.359513864e-05
2.3 -1.2 8.004833694e-06
2.4 -1.2 2.464484444e-06
2.5 -1.2 6.883720016e-07
2.6 -1.2 1.743951734e-07
2.7 -1.2 4.006461936e-08
2.8 -1.2 8.344751394e-09
2.9 -1.2 1.57547182e-09
3 -1.2 2.695749763e-10
3.1 -1.2 4.179793289e-11
3.2 -1.2 5.871956035e-12

-3.2 -1.1 2.01135868e-17
-3.1 -1.1 5.542089743e-17
-3 -1.1 9.950166518e-17
-2.9 -1.1 1.510574499e-16
-2.8 -1.1 2.095910689e-16
-2.7 -1.1 2.728171618e-16
-2.6 -1.1 3.553228011e-16
-2.5 -1.1 5.648883143e-16
-2.4 -1.1 1.455080329e-15
-2.3 -1.1 5.586996163e-15
-2.2 -1.1 2.403978114e-14
-2.1 -1.1 1.011055792e-13
-2 -1.1 3.99958894e-13
-1.9 -1.1 1.475598954e-12
-1.8 -1.1 5.0746375e-12
-1.7 -1.1 1.629347487e-11
-1.6 -1.1 4.895239351e-11
-1.5 -1.1 1.379832437e-10
-1.4 -1.1 3.659963878e-10
-1.3 -1.1 9.167690625e-10
-1.2 -1.1 2.178069339e-09
-1.1 -1.1 4.936436108e-09
-1 -1.1 1.076002055e-08
-0.9 -1.1 2.282778706e-08
-0.8 -1.1 4.796692807e-08
-0.7 -1.1 1.021710781e-07
-0.6 -1.1 2.261363305e-07
-0.5 -1.1 5.284708437e-07
-0.4 -1.1 1.30047804e-06
-0.3 -1.1 3.300933759e-06
-0.2 -1.1 8.404236288e-06
-0.1 -1.1 2.092885821e-05
0 -1.1 5.003014504e-05
0.1 -1.1 0.000113336137
0.2 -1.1 0.0002411964826
0.3 -1.1 0.0004792959433
0.4 -1.1 0.0008854061395
0.5 -1.1 0.001515339397
0.6 -1.1 0.002396183824
0.7 -1.1 0.003492911418
0.8 -1.1 0.004684589822
0.9 -1.1 0.005770876499
1 -1.1 0.006520117987
1.1 -1.1 0.00674748341
1.2 -1.1 0.006388381449
1.3 -1.1 0.005527702827
1.4 -1.1 0.004367080219
1.5 -1.1 0.003147446453
1.6 -1.1 0.002067807516
1.7 -1.1 0.001237491935
1.8 -1.1 0.0006741862375
1.9 -1.1 0.0003341745054
2 -1.1 0.0001506249117
2.1 -1.1 6.170860148e-05
2.2 -1.1 2.296860228e-05
2.3 -1.1 7.764175873e-06
2.4 -1.1 2.382735566e-06
2.5 -1.1 6.636484518e-07
2.6 -1.1 1.677092946e-07
2.7 -1.1 3.844322545e-08
2.8 -1.1 7.991414514e-09
2.9 -1.1 1.506176473e-09
3 -1.1 2.573311959e-10
3.1 -1.1 3.984716236e-11
3.2 -1.1 5.591412984e-12

-3.2 -1 2.086702699e-17
-3.1 -1 5.718548649e-17
-3 -1 1.0291163e-16
-2.9 -1 1.565526091e-16
-2.8 -1 2.1817794e-16
-2.7 -1 2.943558585e-16
-2.6 -1 4.504174285e-16
-2.5 -1 1.063236029e-15
-2.4 -1 3.990660686e-15
-2.3 -1 1.76837801e-14
-2.2 -1 7.770088498e-14
-2.1 -1 3.219044168e-13
-2 -1 1.242893688e-12
-1.9 -1 4.465199956e-12
-1.8 -1 1.4941334e-11
-1.7 -1 4.66520013e-11
-1.6 -1 1.362187862e-10
-1.5 -1 3.728867977e-10
-1.4 -1 9.596947718e-10
-1.3 -1 2.330031267e-09
-1.2 -1 5.358522477e-09
-1.1 -1 1.17353063e-08
-1 -1 2.465463359e-08
-0.9 -1 5.021801104e-08
-0.8 -1 1.00702159e-07
-0.7 -1 2.029793028e-07
-0.6 -1 4.210567265e-07
-0.5 -1 9.15588729e-07
-0.4 -1 2.093843181e-06
-0.3 -1 4.962635552e-06
-0.2 -1 1.189023897e-05
-0.1 -1 2.808585061e-05
0 -1 6.411369496e-05
0.1 -1 0.0001394528813
0.2 -1 0.0002862098227
0.3 -1 0.0005505096904
0.4 -1 0.0009874557735
0.5 -1 0.001645507171
0.6 -1 0.002539794558
0.7 -1 0.003621809718
0.8 -1 0.004761601802
0.9 -1 0.005760685359
1 -1 0.006402912705
1.1 -1 0.006528752393
1.2 -1 0.00609908504
1.3 -1 0.00521399279
1.4 -1 0.004074613261
1.5 -1 0.002908007368
1.6 -1 0.001893737956
1.7 -1 0.001124389819
1.8 -1 0.0006082410392
1.9 -1 0.000299580986
2 -1 0.000134269224
2.1 -1 5.47305852e-05
2.2 -1 2.027982817e-05
2.3 -1 6.827909578e-06
2.4 -1 2.087983637e-06
2.5 -1 5.797289113e-07
2.6 -1 1.460961485e-07
2.7 -1 3.340713855e-08
2.8 -1 6.929619713e-09
2.9 -1 1.303596153e-09
3 -1 2.223535889e-10
3.1 -1 3.438149407e-11
3.2 -1 4.818345886e-12

-3.2 -0.9 2.135199087e-17
-3.1 -0.9 5.862891831e-17
-3 -0.9 1.061233387e-16
-2.9 -0.9 1.626210783e-16
-2.8 -0.9 2.336421929e-16
-2.7 -0.9 3.606434562e-16
-2.6 -0.9 8.018104156e-16
-2.5 -0.9 2.911337044e-15
-2.4 -0.9 1.312553014e-14
-2.3 -0.9 5.971891868e-14
-2.2 -0.9 2.573064931e-13
-2.1 -0.9 1.034212376e-12
-2 -0.9 3.866684226e-12
-1.9 -0.9 1.345117025e-11
-1.8 -0.9 4.359296601e-11
-1.7 -0.9 1.318361584e-10
-1.6 -0.9 3.727983924e-10
-1.5 -0.9 9.879311161e-10
-1.4 -0.9 2.46002239e-09
-1.3 -0.9 5.773805128e-09
-1.2 -0.9 1.282166115e-08
-1.1 -0.9 2.707067869e-08
-1 -0.9 5.470055362e-08
-0.9 -0.9 1.067789207e-07
-0.8 -0.9 2.040867077e-07
-0.7 -0.9 3.89025084e-07
-0.6 -0.9 7.560392657e-07
-0.5 -0.9 1.527921784e-06
-0.4 -0.9 3.237859139e-06
-0.3 -0.9 7.134345559e-06
-0.2 -0.9 1.600611883e-05
-0.1 -0.9 3.568965063e-05
0 -0.9 7.746289616e-05
0.1 -0.9 0.0001611493487
0.2 -0.9 0.0003178564749
0.3 -0.9 0.0005899141784
0.4 -0.9 0.001024470087
0.5 -0.9 0.001657824083
0.6 -0.9 0.002491475967
0.7 -0.9 0.00346781744
0.8 -0.9 0.004459818751
0.9 -0.9 0.00528874281
1 -0.9 0.005772691996
1.1 -0.9 0.005790230325
1.2 -0.9 0.005329378347
1.3 -0.9 0.004495245067
1.4 -0.9 0.003470665279
1.5 -0.9 0.002450127374
1.6 -0.9 0.001580002882
1.7 -0.9 0.0009298986054
1.8 -0.9 0.0004990820143
1.9 -0.9 0.0002440892532
2 -0.9 0.0001087117516
2.1 -0.9 4.406486197e-05
2.2 -0.9 1.624640995e-05
2.3 -0.9 5.445708e-06
2.4 -0.9 1.658769668e-06
2.5 -0.9 4.589587566e-07
2.6 -0.9 1.153067473e-07
2.7 -0.9 2.629553642e-08
2.8 -0.9 5.441543886e-09
2.9 -0.9 1.021536927e-09
3 -0.9 1.739274268e-10
3.1 -0.9 2.685115481e-11
3.2 -0.9 3.757785487e-12

-3.2 -0.8 2.187314909e-17
-3.1 -0.8 6.025922981e-17
-3 -0.8 1.098549787e-16
-2.9 -0.8 1.741911774e-16
-2.8 -0.8 2.844664019e-16
-2.7 -0.8 6.351482164e-16
-2.6 -0.8 2.281092058e-15
-2.5 -0.8 1.041235749e-14
-2.4 -0.8 4.855033242e-14
-2.3 -0.8 2.152370802e-13
-2.2 -0.8 8.917774699e-13
