x y z
-2.1 -0.8 3.44042475e-12
-2 -0.8 1.235506546e-11
-1.9 -0.8 4.13285075e-11
-1.8 -0.8 1.289157991e-10
-1.7 -0.8 3.755120278e-10
-1.6 -0.8 1.023140718e-09
-1.5 -0.8 2.612796411e-09
-1.4 -0.8 6.268356246e-09
-1.3 -0.8 1.416756088e-08
-1.2 -0.8 3.027040349e-08
-1.1 -0.8 6.140745791e-08
-1 -0.8 1.189721308e-07
-0.9 -0.8 2.219450411e-07
-0.8 -0.8 4.033579161e-07
-0.7 -0.8 7.257836456e-07
-0.6 -0.8 1.31942563e-06
-0.5 -0.8 2.473064327e-06
-0.4 -0.8 4.839153437e-06
-0.3 -0.8 9.863176806e-06
-0.2 -0.8 2.06041223e-05
-0.1 -0.8 4.313342124e-05
0 -0.8 8.858278509e-05
0.1 -0.8 0.0001755076086
0.2 -0.8 0.0003314423045
0.3 -0.8 0.0005915192
0.4 -0.8 0.0009914933268
0.5 -0.8 0.001553616755
0.6 -0.8 0.002267418737
0.7 -0.8 0.003072828413
0.8 -0.8 0.003856974475
0.9 -0.8 0.004473893428
1 -0.8 0.004786254181
1.1 -0.8 0.004714207279
1.2 -0.8 0.004268073299
1.3 -0.8 0.003546812421
1.4 -0.8 0.002701830203
1.5 -0.8 0.001884399124
1.6 -0.8 0.001202016354
1.7 -0.8 0.0007005512672
1.8 -0.8 0.0003727082507
1.9 -0.8 0.0001808588853
2 -0.8 7.998829799e-05
2.1 -0.8 3.222047402e-05
2.2 -0.8 1.181370176e-05
2.3 -0.8 3.940422857e-06
2.4 -0.8 1.195030189e-06
2.5 -0.8 3.293753115e-07
2.6 -0.8 8.246979253e-08
2.7 -0.8 1.875094177e-08
2.8 -0.8 3.870114309e-09
2.9 -0.8 7.248687699e-10
3 -0.8 1.23169975e-10
3.1 -0.8 1.89820969e-11
3.2 -0.8 2.6524583e-12

-3.2 -0.7 2.234572875e-17
-3.1 -0.7 6.240458546e-17
-3 -0.7 1.181578882e-16
-2.9 -0.7 2.157665935e-16
-2.8 -0.7 5.187587578e-16
-2.7 -0.7 1.935826298e-15
-2.6 -0.7 9.062476801e-15
-2.5 -0.7 4.327209288e-14
-2.4 -0.7 1.963443305e-13
-2.3 -0.7 8.325271563e-13
-2.2 -0.7 3.287786407e-12
-2.1 -0.7 1.209048411e-11
-2 -0.7 4.142624447e-11
-1.9 -0.7 1.323663401e-10
-1.8 -0.7 3.94827409e-10
-1.7 -0.7 1.100790743e-09
-1.6 -0.7 2.872807901e-09
-1.5 -0.7 7.030146587e-09
-1.4 -0.7 1.616478154e-08
-1.3 -0.7 3.501010995e-08
-1.2 -0.7 7.163903276e-08
-1.1 -0.7 1.390301161e-07
-1 -0.7 2.572094485e-07
-0.9 -0.7 4.56824729e-07
-0.8 -0.7 7.867652561e-07
-0.7 -0.7 1.33248998e-06
-0.6 -0.7 2.260124096e-06
-0.5 -0.7 3.917171811e-06
-0.4 -0.7 7.046815274e-06
-0.3 -0.7 1.320787999e-05
-0.2 -0.7 2.552140585e-05
-0.1 -0.7 4.984398444e-05
0 -0.7 9.631787415e-05
0.1 -0.7 0.0001808770862
0.2 -0.7 0.0003256860745
0.3 -0.7 0.0005568788049
0.4 -0.7 0.0008979246488
0.5 -0.7 0.001358231943
0.6 -0.7 0.001919528528
0.7 -0.7 0.002526149037
0.8 -0.7 0.003087074185
0.9 -0.7 0.003494613934
1 -0.7 0.003656601203
1.1 -0.7 0.003529731987
1.2 -0.7 0.003137848651
1.3 -0.7 0.002564828065
1.4 -0.7 0.001924826107
1.5 -0.7 0.001324516359
1.6 -0.7 0.0008347006254
1.7 -0.7 0.0004812067936
1.8 -0.7 0.000253525457
1.9 -0.7 0.0001219548992
2 -0.7 5.351784274e-05
2.1 -0.7 2.140846004e-05
2.2 -0.7 7.801084551e-06
2.3 -0.7 2.587793258e-06
2.4 -0.7 7.810096187e-07
2.5 -0.7 2.143410776e-07
2.6 -0.7 5.346475799e-08
2.7 -0.7 1.211582799e-08
2.8 -0.7 2.493386328e-09
2.9 -0.7 4.658227733e-10
3 -0.7 7.897769318e-11
3.1 -0.7 1.214809819e-11
3.2 -0.7 1.694647077e-12

-3.2 -0.6 2.317725949e-17
-3.1 -0.6 6.759294892e-17
-3 -0.6 1.503662719e-16
-2.9 -0.6 4.153940287e-16
-2.8 -0.6 1.688812203e-15
-2.7 -0.6 8.311208417e-15
-2.6 -0.6 4.118103867e-14
-2.5 -0.6 1.928405065e-13
-2.4 -0.6 8.408602702e-13
-2.3 -0.6 3.405972462e-12
-2.2 -0.6 1.282165773e-11
-2.1 -0.6 4.490515232e-11
-2 -0.6 1.464927786e-10
-1.9 -0.6 4.456947185e-10
-1.8 -0.6 1.266222957e-09
-1.7 -0.6 3.363702455e-09
-1.6 -0.6 8.36751571e-09
-1.5 -0.6 1.952365173e-08
-1.4 -0.6 4.280855287e-08
-1.3 -0.6 8.840324869e-08
-1.2 -0.6 1.724006357e-07
-1.1 -0.6 3.185680578e-07
-1 -0.6 5.602312208e-07
-0.9 -0.6 9.432802358e-07
-0.8 -0.6 1.533540444e-06
-0.7 -0.6 2.436230654e-06
-0.6 -0.6 3.843282555e-06
-0.5 -0.6 6.13740671e-06
-0.4 -0.6 1.010020934e-05
-0.3 -0.6 1.729060526e-05
-0.2 -0.6 3.066263568e-05
-0.1 -0.6 5.544316812e-05
0 -0.6 0.0001001383593
0.1 -0.6 0.00017724574
0.2 -0.6 0.0003028629281
0.3 -0.6 0.0004941219224
0.4 -0.6 0.0007636418756
0.5 -0.6 0.001111377104
0.6 -0.6 0.00151628827
0.7 -0.6 0.001932251118
0.8 -0.6 0.002292845551
0.9 -0.6 0.002526753375
1 -0.6 0.002579932583
1.1 -0.6 0.002435546508
1.2 -0.6 0.002121768984
1.3 -0.6 0.001702776996
1.4 -0.6 0.001256852539
1.5 -0.6 0.0008520093855
1.6 -0.6 0.0005297329741
1.7 -0.6 0.0003017097423
1.8 -0.6 0.0001572362657
1.9 -0.6 7.490303021e-05
2 -0.6 3.258512085e-05
2.1 -0.6 1.293413896e-05
2.2 -0.6 4.680704519e-06
2.3 -0.6 1.543219101e-06
2.4 -0.6 4.632349543e-07
2.5 -0.6 1.265238904e-07
2.6 -0.6 3.142713102e-08
2.7 -0.6 7.095498594e-09
2.8 -0.6 1.455498683e-09
2.9 -0.6 2.711528755e-10
3 -0.6 4.585946462e-11
3.1 -0.6 7.038911259e-12
3.2 -0.6 9.80086838e-13

-3.2 -0.5 2.615910571e-17
-3.1 -0.5 9.037492057e-17
-3 -0.5 3.080592614e-16
-2.9 -0.5 1.407504431e-15
-2.8 -0.5 7.434462931e-15
-2.7 -0.5 3.891420629e-14
-2.6 -0.5 1.91149109e-13
-2.5 -0.5 8.698424015e-13
-2.4 -0.5 3.660454227e-12
-2.3 -0.5 1.425690207e-11
-2.2 -0.5 5.146877158e-11
-2.1 -0.5 1.724964326e-10
-2 -0.5 5.375636193e-10
-1.9 -0.5 1.560216208e-09
-1.8 -0.5 4.224111186e-09
-1.7 -0.5 1.068513891e-08
-1.6 -0.5 2.529532676e-08
-1.5 -0.5 5.614072292e-08
-1.4 -0.5 1.170365942e-07
-1.3 -0.5 2.296675921e-07
-1.2 -0.5 4.252948539e-07
-1.1 -0.5 7.454140657e-07
-1 -0.5 1.241302479e-06
-0.9 -0.5 1.973951981e-06
-0.8 -0.5 3.018827754e-06
-0.7 -0.5 4.484546224e-06
-0.6 -0.5 6.561225596e-06
-0.5 -0.5 9.622904231e-06
-0.4 -0.5 1.441748519e-05
-0.3 -0.5 2.238130663e-05
-0.2 -0.5 3.609980706e-05
-0.1 -0.5 5.987762067e-05
0 -0.5 0.0001002563534
0.1 -0.5 0.0001661265223
0.2 -0.5 0.0002678891363
0.3 -0.5 0.0004150987319
0.4 -0.5 0.0006123922032
0.5 -0.5 0.0008544074264
0.6 -0.5 0.001121606866
0.7 -0.5 0.001379741278
0.8 -0.5 0.001585177426
0.9 -0.5 0.001696011193
1 -0.5 0.00168556573
1.1 -0.5 0.001552521181
1.2 -0.5 0.001322526231
1.3 -0.5 0.001039975675
1.4 -0.5 0.0007535965012
1.5 -0.5 0.0005024079853
1.6 -0.5 0.0003077063394
1.7 -0.5 0.0001728978715
1.8 -0.5 8.90172595e-05
1.9 -0.5 4.194613656e-05
2 -0.5 1.807113349e-05
2.1 -0.5 7.111069195e-06
2.2 -0.5 2.553619304e-06
2.3 -0.5 8.361757065e-07
2.4 -0.5 2.494812291e-07
2.5 -0.5 6.777726952e-08
2.6 -0.5 1.675595041e-08
2.7 -0.5 3.76747007e-09
2.8 -0.5 7.700259564e-10
2.9 -0.5 1.429996997e-10
3 -0.5 2.411885944e-11
3.1 -0.5 3.693175326e-12
3.2 -0.5 5.131656834e-13

-3.2 -0.4 4.079338671e-17
-3.1 -0.4 2.002541832e-16
-3 -0.4 1.056453758e-15
-2.9 -0.4 6.070646004e-15
-2.8 -0.4 3.404192565e-14
-2.7 -0.4 1.780536874e-13
-2.6 -0.4 8.587620218e-13
-2.5 -0.4 3.813002936e-12
-2.4 -0.4 1.559901544e-11
-2.3 -0.4 5.888455805e-11
-2.2 -0.4 2.054467912e-10
-2.1 -0.4 6.636549778e-10
-2 -0.4 1.988374457e-09
-1.9 -0.4 5.535350306e-09
-1.8 -0.4 1.434400148e-08
-1.7 -0.4 3.466343908e-08
-1.6 -0.4 7.826420497e-08
-1.5 -0.4 1.654189781e-07
-1.4 -0.4 3.279599797e-07
-1.3 -0.4 6.112504051e-07
-1.2 -0.4 1.073578725e-06
-1.1 -0.4 1.781895034e-06
-1 -0.4 2.804399981e-06
-0.9 -0.4 4.203372871e-06
-0.8 -0.4 6.035405315e-06
-0.7 -0.4 8.37017572e-06
-0.6 -0.4 1.134233869e-05
-0.5 -0.4 1.525331355e-05
-0.4 -0.4 2.073919197e-05
-0.3 -0.4 2.901341004e-05
-0.2 -0.4 4.216970351e-05
-0.1 -0.4 6.348088755e-05
0 -0.4 9.754673724e-05
0.1 -0.4 0.0001500472972
0.2 -0.4 0.0002268056875
0.3 -0.4 0.0003319577335
0.4 -0.4 0.0004653597603
0.5 -0.4 0.0006199287738
0.6 -0.4 0.000780177091
0.7 -0.4 0.000923348967
0.8 -0.4 0.001023885176
0.9 -0.4 0.001060437115
1 -0.4 0.001022991382
1.1 -0.4 0.0009169433522
1.2 -0.4 0.0007619466119
1.3 -0.4 0.0005857701371
1.4 -0.4 0.0004158434833
1.5 -0.4 0.0002721288683
1.6 -0.4 0.0001638931054
1.7 -0.4 9.070691527e-05
1.8 -0.4 4.606970843e-05
1.9 -0.4 2.144538579e-05
2 -0.4 9.138753852e-06
2.1 -0.4 3.561286373e-06
2.2 -0.4 1.267838192e-06
2.3 -0.4 4.119681546e-07
2.4 -0.4 1.220802731e-07
2.5 -0.4 3.296700548e-08
2.6 -0.4 8.10708249e-09
2.7 -0.4 1.814372202e-09
2.8 -0.4 3.693305381e-10
2.9 -0.4 6.834462528e-11
3 -0.4 1.149180191e-11
3.1 -0.4 1.754993233e-12
3.2 -0.4 2.432936868e-13

-3.2 -0.3 1.061007343e-16
-3.1 -0.3 6.852709086e-16
-3 -0.3 4.336386083e-15
-2.9 -0.3 2.630578671e-14
-2.8 -0.3 1.480911166e-13
-2.7 -0.3 7.659787339e-13
-2.6 -0.3 3.634021471e-12
-2.5 -0.3 1.58240139e-11
-2.4 -0.3 6.33221899e-11
-2.3 -0.3 2.332125697e-10
-2.2 -0.3 7.917735677e-10
-2.1 -0.3 2.482194679e-09
-2 -0.3 7.198137319e-09
-1.9 -0.3 1.934393243e-08
-1.8 -0.3 4.826423596e-08
-1.7 -0.3 1.120215236e-07
-1.6 -0.3 2.423465246e-07
-1.5 -0.3 4.896928259e-07
-1.4 -0.3 9.261712145e-07
-1.3 -0.3 1.643310669e-06
-1.2 -0.3 2.741986549e-06
-1.1 -0.3 4.314217651e-06
-1 -0.3 6.420811176e-06
-0.9 -0.3 9.073800003e-06
-0.8 -0.3 1.223620567e-05
-0.7 -0.3 1.585202726e-05
-0.6 -0.3 1.991595744e-05
-0.5 -0.3 2.458604086e-05
-0.4 -0.3 3.033428789e-05
-0.3 -0.3 3.811913603e-05
-0.2 -0.3 4.954574286e-05
-0.1 -0.3 6.695120539e-05
0 -0.3 9.331439765e-05
0.1 -0.3 0.0001318624529
0.2 -0.3 0.0001852660015
0.3 -0.3 0.000254428689
0.4 -0.3 0.0003371009204
0.5 -0.3 0.0004268249428
0.6 -0.3 0.0005128914405
0.7 -0.3 0.0005818543259
0.8 -0.3 0.0006206050017
0.9 -0.3 0.0006201992667
1 -0.3 0.0005789853032
1.1 -0.3 0.0005035842649
1.2 -0.3 0.000407099259
1.3 -0.3 0.0003052061024
1.4 -0.3 0.0002117702322
1.5 -0.3 0.0001357356485
1.6 -0.3 8.022642993e-05
1.7 -0.3 4.365432526e-05
1.8 -0.3 2.183565651e-05
1.9 -0.3 1.002595077e-05
2 -0.3 4.220287863e-06
2.1 -0.3 1.626656426e-06
2.2 -0.3 5.734660454e-07
2.3 -0.3 1.847298295e-07
2.4 -0.3 5.432244131e-08
2.5 -0.3 1.45701437e-08
2.6 -0.3 3.561654239e-09
2.7 -0.3 7.92927834e-10
2.8 -0.3 1.606674007e-10
2.9 -0.3 2.961271835e-11
3 -0.3 4.961972882e-12
3.1 -0.3 7.555192348e-13
3.2 -0.3 1.044694272e-13

-3.2 -0.2 3.715056474e-16
-3.1 -0.2 2.642422356e-15
-3 -0.2 1.746795411e-14
-2.9 -0.2 1.066102916e-13
-2.8 -0.2 5.96183954e-13
-2.7 -0.2 3.049547638e-12
-2.6 -0.2 1.427352096e-11
-2.5 -0.2 6.119412495e-11
-2.4 -0.2 2.406094024e-10
-2.3 -0.2 8.688329081e-10
-2.2 -0.2 2.885503482e-09
-2.1 -0.2 8.827760044e-09
-2 -0.2 2.491977902e-08
-1.9 -0.2 6.502217757e-08
-1.8 -0.2 1.571077778e-07
-1.7 -0.2 3.521949459e-07
-1.6 -0.2 7.339782038e-07
-1.5 -0.2 1.424949261e-06
-1.4 -0.2 2.582697429e-06
-1.3 -0.2 4.380216059e-06
-1.2 -0.2 6.968171799e-06
-1.1 -0.2 1.042526759e-05
-1 -0.2 1.471231572e-05
-0.9 -0.2 1.965154439e-05
-0.8 -0.2 2.495052733e-05
-0.7 -0.2 3.027901693e-05
-0.6 -0.2 3.539072688e-05
-0.5 -0.2 4.026738707e-05
-0.4 -0.2 4.525433641e-05
-0.3 -0.2 5.115566692e-05
-0.2 -0.2 5.925772654e-05
-0.1 -0.2 7.124750845e-05
0 -0.2 8.898828457e-05
0.1 -0.2 0.0001141205747
0.2 -0.2 0.0001474915725
0.3 -0.2 0.0001884944197
0.4 -0.2 0.0002345088975
0.5 -0.2 0.0002807262908
0.6 -0.2 0.0003206325618
0.7 -0.2 0.0003472500764
0.8 -0.2 0.0003549144564
0.9 -0.2 0.0003410240396
1 -0.2 0.0003070539923
1.1 -0.2 0.00025832856
1.2 -0.2 0.000202553282
1.3 -0.2 0.0001476691084
1.4 -0.2 9.987894294e-05
1.5 -0.2 6.254727529e-05
1.6 -0.2 3.619667654e-05
1.7 -0.2 1.932349252e-05
1.8 -0.2 9.500401e-06
1.9 -0.2 4.295066175e-06
2 -0.2 1.78298978e-06
2.1 -0.2 6.787401206e-07
2.2 -0.2 2.36647289e-07
2.3 -0.2 7.548341646e-08
2.4 -0.2 2.200397295e-08
2.5 -0.2 5.856450563e-09
2.6 -0.2 1.421905066e-09
2.7 -0.2 3.146740722e-10
2.8 -0.2 6.342900215e-11
2.9 -0.2 1.163760818e-11
3 -0.2 1.942374286e-12
3.1 -0.2 2.947637799e-13
3.2 -0.2 4.064495974e-14

-3.2 -0.1 1.348527732e-15
-3.1 -0.1 9.80288029e-15
-3 -0.1 6.520918673e-14
-2.9 -0.1 3.96486542e-13
-2.8 -0.1 2.200394066e-12
-2.7 -0.1 1.114806248e-11
-2.6 -0.1 5.160167323e-11
-2.5 -0.1 2.184398456e-10
-2.4 -0.1 8.466355226e-10
-2.3 -0.1 3.008117064e-09
-2.2 -0.1 9.810836116e-09
-2.1 -0.1 2.941386495e-08
-2 -0.1 8.118900186e-08
-1.9 -0.1 2.066560533e-07
-1.8 -0.1 4.85908022e-07
-1.7 -0.1 1.057320031e-06
-1.6 -0.1 2.133237005e-06
-1.5 -0.1 3.998793623e-06
-1.4 -0.1 6.9790849e-06
-1.3 -0.1 1.136632729e-05
-1.2 -0.1 1.731514328e-05
-1.1 -0.1 2.473573755e-05
-1 -0.1 3.323011606e-05
-0.9 -0.1 4.211358242e-05
-0.8 -0.1 5.053845127e-05
-0.7 -0.1 5.769813156e-05
-0.6 -0.1 6.30557174e-05
-0.5 -0.1 6.652885242e-05
-0.4 -0.1 6.857683468e-05
-0.3 -0.1 7.016702836e-05
-0.2 -0.1 7.262841193e-05
-0.1 -0.1 7.741736194e-05
0 -0.1 8.58237323e-05
0.1 -0.1 9.864514335e-05
0.2 -0.1 0.0001158685788
0.3 -0.1 0.0001364260948
0.4 -0.1 0.0001581226456
0.5 -0.1 0.0001778390368
0.6 -0.1 0.0001920611766
0.7 -0.1 0.0001976716926
0.8 -0.1 0.0001927991061
0.9 -0.1 0.0001774287005
1 -0.1 0.0001535120284
1.1 -0.1 0.00012448562
1.2 -0.1 9.435365377e-05
1.3 -0.1 6.66761221e-05
1.4 -0.1 4.382727004e-05
1.5 -0.1 2.6738607e-05
1.6 -0.1 1.51102134e-05
1.7 -0.1 7.894264121e-06
1.8 -0.1 3.806144222e-06
1.9 -0.1 1.690690218e-06
2 -0.1 6.908255566e-07
2.1 -0.1 2.592774577e-07
2.2 -0.1 8.926149082e-08
2.3 -0.1 2.815272601e-08
2.4 -0.1 8.125102311e-09
2.5 -0.1 2.143501497e-09
2.6 -0.1 5.163894077e-10
2.7 -0.1 1.13500358e-10
2.8 -0.1 2.274186572e-11
2.9 -0.1 4.150909484e-12
3 -0.1 6.897259768e-13
3.1 -0.1 1.042864877e-13
3.2 -0.1 1.433951348e-14

-3.2 0 4.597136803e-15
-3.1 0 3.350024889e-14
-3 0 2.223741515e-13
-2.9 0 1.344998651e-12
-2.8 0 7.413179085e-12
-2.7 0 3.725485186e-11
-2.6 0 1.708458424e-10
-2.5 0 7.155978307e-10
-2.4 0 2.740421452e-09
-2.3 0 9.60571026e-09
-2.2 0 3.085500205e-08
-2.1 0 9.09425811e-08
-2 0 2.462968586e-07
-1.9 0 6.138304372e-07
-1.8 0 1.410030885e-06
-1.7 0 2.990457737e-06
-1.6 0 5.866243085e-06
-1.5 0 1.066418764e-05
-1.4 0 1.800206134e-05
-1.3 0 2.827988663e-05
-1.2 0 4.143690695e-05
-1.1 0 5.67694539e-05
-1 0 7.29144137e-05
-0.9 0 8.805661961e-05
-0.8 0 0.0001003287593
-0.7 0 0.0001082828799
-0.6 0 0.0001112726007
-0.5 0 0.0001096174468
-0.4 0 0.0001045067985
-0.3 0 9.769449394e-05
-0.2 0 9.109228221e-05
-0.1 0 8.637426252e-05
0 0 8.466930852e-05
0.1 0 8.637426252e-05
0.2 0 9.10922822e-05
0.3 0 9.769449393e-05
0.4 0 0.0001045067985
0.5 0 0.0001096174468
0.6 0 0.0001112726007
0.7 0 0.0001082828799
0.8 0 0.0001003287592
0.9 0 8.80566196e-05
1 0 7.291441369e-05
1.1 0 5.676945389e-05
1.2 0 4.143690694e-05
1.3 0 2.827988662e-05
1.4 0 1.800206134e-05
1.5 0 1.066418764e-05
1.6 0 5.866243083e-06
1.7 0 2.990457736e-06
1.8 0 1.410030884e-06
1.9 0 6.138304371e-07
2 0 2.462968585e-07
2.1 0 9.094258106e-08
2.2 0 3.085500203e-08
2.3 0 9.605710249e-09
2.4 0 2.740421446e-09
2.5 0 7.155978268e-10
2.6 0 1.708458403e-10
2.7 0 3.725485075e-11
2.8 0 7.41317795e-12
2.9 0 1.344997696e-12
3 0 2.223735951e-13
3.1 0 3.349993556e-14
3.2 0 4.596977396e-15

-3.2 0.1 1.433954514e-14
-3.1 0.1 1.042867611e-13
-3 0.1 6.897265299e-13
-2.9 0.1 4.150910258e-12
-2.8 0.1 2.274186651e-11
-2.7 0.1 1.135003589e-10
-2.6 0.1 5.163894096e-10
-2.5 0.1 2.143501501e-09
-2.4 0.1 8.125102318e-09
-2.3 0.1 2.815272603e-08
-2.2 0.1 8.926149085e-08
-2.1 0.1 2.592774577e-07
-2 0.1 6.908255567e-07
-1.9 0.1 1.690690218e-06
-1.8 0.1 3.806144222e-06
-1.7 0.1 7.894264123e-06
-1.6 0.1 1.511021341e-05
-1.5 0.1 2.673860701e-05
-1.4 0.1 4.382727004e-05
-1.3 0.1 6.667612211e-05
-1.2 0.1 9.435365379e-05
-1.1 0.1 0.00012448562
-1 0.1 0.0001535120285
-0.9 0.1 0.0001774287005
-0.8 0.1 0.0001927991062
-0.7 0.1 0.0001976716926
-0.6 0.1 0.0001920611766
-0.5 0.1 0.0001778390368
-0.4 0.1 0.0001581226456
-0.3 0.1 0.0001364260948
-0.2 0.1 0.0001158685788
-0.1 0.1 9.864514336e-05
0 0.1 8.582373231e-05
0.1 0.1 7.741736194e-05
0.2 0.1 7.262841192e-05
0.3 0.1 7.016702836e-05
0.4 0.1 6.857683467e-05
0.5 0.1 6.652885241e-05
0.6 0.1 6.305571739e-05
0.7 0.1 5.769813155e-05
0.8 0.1 5.053845127e-05
0.9 0.1 4.211358241e-05
1 0.1 3.323011606e-05
1.1 0.1 2.473573755e-05
1.2 0.1 1.731514327e-05
1.3 0.1 1.136632729e-05
1.4 0.1 6.979084899e-06
1.5 0.1 3.998793622e-06
1.6 0.1 2.133237004e-06
1.7 0.1 1.057320031e-06
1.8 0.1 4.859080219e-07
1.9 0.1 2.066560532e-07
2 0.1 8.118900183e-08
2.1 0.1 2.941386493e-08
2.2 0.1 9.810836102e-09
2.3 0.1 3.008117053e-09
2.4 0.1 8.466355153e-10
2.5 0.1 2.184398409e-10
2.6 0.1 5.160167047e-11
2.7 0.1 1.114806068e-11
2.8 0.1 2.200392707e-12
2.9 0.1 3.964855105e-13
3 0.1 6.520876285e-14
3.1 0.1 9.802665331e-15
3.2 0.1 1.348390853e-15

-3.2 0.2 4.064503227e-14
-3.1 0.2 2.947638119e-13
-3 0.2 1.942374587e-12
-2.9 0.2 1.163760861e-11
-2.8 0.2 6.342900248e-11
-2.7 0.2 3.146740729e-10
-2.6 0.2 1.421905068e-09
-2.5 0.2 5.856450567e-09
-2.4 0.2 2.200397296e-08
-2.3 0.2 7.548341648e-08
-2.2 0.2 2.36647289e-07
-2.1 0.2 6.787401208e-07
-2 0.2 1.78298978e-06
-1.9 0.2 4.295066176e-06
-1.8 0.2 9.500401002e-06
-1.7 0.2 1.932349252e-05
-1.6 0.2 3.619667654e-05
-1.5 0.2 6.25472753e-05
-1.4 0.2 9.987894296e-05
-1.3 0.2 0.0001476691084
-1.2 0.2 0.0002025532821
-1.1 0.2 0.0002583285601
-1 0.2 0.0003070539923
-0.9 0.2 0.0003410240396
-0.8 0.2 0.0003549144565
-0.7 0.2 0.0003472500764
-0.6 0.2 0.0003206325619
-0.5 0.2 0.0002807262908
-0.4 0.2 0.0002345088975
-0.3 0.2 0.0001884944198
-0.2 0.2 0.0001474915726
-0.1 0.2 0.0001141205747
0 0.2 8.898828458e-05
0.1 0.2 7.124750845e-05
0.2 0.2 5.925772654e-05
0.3 0.2 5.115566692e-05
0.4 0.2 4.525433641e-05
0.5 0.2 4.026738707e-05
0.6 0.2 3.539072687e-05
0.7 0.2 3.027901692e-05
0.8 0.2 2.495052733e-05
0.9 0.2 1.965154439e-05
1 0.2 1.471231572e-05
1.1 0.2 1.042526759e-05
1.2 0.2 6.968171798e-06
1.3 0.2 4.380216059e-06
1.4 0.2 2.582697428e-06
1.5 0.2 1.42494926e-06
1.6 0.2 7.339782036e-07
1.7 0.2 3.521949458e-07
1.8 0.2 1.571077778e-07
1.9 0.2 6.502217753e-08
2 0.2 2.491977899e-08
2.1 0.2 8.827760025e-09
2.2 0.2 2.885503468e-09
2.3 0.2 8.688328974e-10
2.4 0.2 2.406093945e-10
2.5 0.2 6.119411942e-11
2.6 0.2 1.427351707e-11
2.7 0.2 3.049544617e-12
2.8 0.2 5.961816927e-13
2.9 0.2 1.066083112e-13
3 0.2 1.746678793e-14
3.1 0.2 2.64195454e-15
3.2 0.2 3.714110579e-16

-3.2 0.3 1.044695229e-13
-3.1 0.3 7.555192703e-13
-3 0.3 4.96197301e-12
-2.9 0.3 2.961271861e-11
-2.8 0.3 1.606674008e-10
-2.7 0.3 7.929278345e-10
-2.6 0.3 3.56165424e-09
-2.5 0.3 1.45701437e-08
-2.4 0.3 5.432244132e-08
-2.3 0.3 1.847298295e-07
-2.2 0.3 5.734660455e-07
-2.1 0.3 1.626656427e-06
-2 0.3 4.220287864e-06
-1.9 0.3 1.002595077e-05
-1.8 0.3 2.183565652e-05
-1.7 0.3 4.365432526e-05
-1.6 0.3 8.022642994e-05
-1.5 0.3 0.0001357356485
-1.4 0.3 0.0002117702323
-1.3 0.3 0.0003052061025
-1.2 0.3 0.0004070992591
-1.1 0.3 0.000503584265
-1 0.3 0.0005789853033
-0.9 0.3 0.0006201992668
-0.8 0.3 0.0006206050018
-0.7 0.3 0.000581854326
-0.6 0.3 0.0005128914406
-0.5 0.3 0.0004268249428
-0.4 0.3 0.0003371009205
-0.3 0.3 0.0002544286891
-0.2 0.3 0.0001852660015
-0.1 0.3 0.0001318624529
0 0.3 9.331439766e-05
0.1 0.3 6.695120539e-05
0.2 0.3 4.954574287e-05
0.3 0.3 3.811913603e-05
0.4 0.3 3.033428789e-05
0.5 0.3 2.458604086e-05
0.6 0.3 1.991595744e-05
0.7 0.3 1.585202726e-05
0.8 0.3 1.223620567e-05
0.9 0.3 9.073800001e-06
1 0.3 6.420811175e-06
1.1 0.3 4.31421765e-06
1.2 0.3 2.741986549e-06
1.3 0.3 1.643310669e-06
1.4 0.3 9.261712143e-07
1.5 0.3 4.896928258e-07
1.6 0.3 2.423465245e-07
1.7 0.3 1.120215236e-07
1.8 0.3 4.826423592e-08
1.9 0.3 1.93439324e-08
2 0.3 7.198137297e-09
2.1 0.3 2.482194662e-09
2.2 0.3 7.917735541e-10
2.3 0.3 2.33212559e-10
2.4 0.3 6.332218181e-11
2.5 0.3 1.582400775e-11
2.6 0.3 3.63401706e-12
2.7 0.3 7.659754345e-13
2.8 0.3 1.480888104e-13
2.9 0.3 2.6304061e-14
3 0.3 4.335620209e-15
3.1 0.3 6.849669117e-16
3.2 0.3 1.060057189e-16

-3.2 0.4 2.432937192e-13
-3.1 0.4 1.754993176e-12
-3 0.4 1.149180189e-11
-2.9 0.4 6.834462526e-11
-2.8 0.4 3.693305379e-10
-2.7 0.4 1.814372202e-09
-2.6 0.4 8.107082492e-09
-2.5 0.4 3.296700548e-08
-2.4 0.4 1.220802731e-07
-2.3 0.4 4.119681547e-07
-2.2 0.4 1.267838192e-06
-2.1 0.4 3.561286374e-06
-2 0.4 9.138753854e-06
-1.9 0.4 2.14453858e-05
-1.8 0.4 4.606970843e-05
-1.7 0.4 9.070691529e-05
-1.6 0.4 0.0001638931054
-1.5 0.4 0.0002721288683
-1.4 0.4 0.0004158434833
-1.3 0.4 0.0005857701372
-1.2 0.4 0.000761946612
-1.1 0.4 0.0009169433524
-1 0.4 0.001022991382
-0.9 0.4 0.001060437115
-0.8 0.4 0.001023885176
-0.7 0.4 0.0009233489672
-0.6 0.4 0.0007801770911
-0.5 0.4 0.0006199287739
-0.4 0.4 0.0004653597603
-0.3 0.4 0.0003319577336
-0.2 0.4 0.0002268056876
-0.1 0.4 0.0001500472972
